x,y,z,T(K)
0.5,0.5,0,496.814
0.5,1.5,0,490.442
0.5,2.5,0,484.072
0.5,3.5,0,477.705
0.5,4.5,0,471.341
0.5,5.5,0,464.981
0.5,6.5,0,458.627
0.5,7.5,0,452.28
0.5,8.5,0,445.94
0.5,9.5,0,439.608
0.5,10.5,0,433.286
0.5,11.5,0,426.973
0.5,12.5,0,420.672
0.5,13.5,0,414.381
0.5,14.5,0,408.103
0.5,15.5,0,401.838
0.5,16.5,0,395.586
0.5,17.5,0,389.349
0.5,18.5,0,383.125
0.5,19.5,0,376.917
0.5,20.5,0,370.723
0.5,21.5,0,364.545
0.5,22.5,0,358.383
0.5,23.5,0,352.237
0.5,24.5,0,346.107
0.5,25.5,0,339.992
0.5,26.5,0,333.894
0.5,27.5,0,327.811
0.5,28.5,0,321.744
0.5,29.5,0,315.693
0.5,30.5,0,309.657
0.5,31.5,0,303.636
0.5,32.5,0,297.629
0.5,33.5,0,291.636
0.5,34.5,0,285.656
0.5,35.5,0,279.689
0.5,36.5,0,273.735
0.5,37.5,0,267.791
0.5,38.5,0,261.859
0.5,39.5,0,255.936
0.5,40.5,0,250.023
0.5,41.5,0,244.118
0.5,42.5,0,238.221
0.5,43.5,0,232.329
0.5,44.5,0,226.444
0.5,45.5,0,220.563
0.5,46.5,0,214.685
0.5,47.5,0,208.81
0.5,48.5,0,202.936
1.5,0.5,0,496.814
1.5,1.5,0,490.442
1.5,2.5,0,484.072
1.5,3.5,0,477.705
1.5,4.5,0,471.341
1.5,5.5,0,464.981
1.5,6.5,0,458.627
1.5,7.5,0,452.28
1.5,8.5,0,445.94
1.5,9.5,0,439.608
1.5,10.5,0,433.286
1.5,11.5,0,426.973
1.5,12.5,0,420.672
1.5,13.5,0,414.381
1.5,14.5,0,408.103
1.5,15.5,0,401.838
1.5,16.5,0,395.586
1.5,17.5,0,389.349
1.5,18.5,0,383.125
1.5,19.5,0,376.917
1.5,20.5,0,370.723
1.5,21.5,0,364.545
1.5,22.5,0,358.383
1.5,23.5,0,352.237
1.5,24.5,0,346.107
1.5,25.5,0,339.992
1.5,26.5,0,333.894
1.5,27.5,0,327.811
1.5,28.5,0,321.744
1.5,29.5,0,315.693
1.5,30.5,0,309.657
1.5,31.5,0,303.636
1.5,32.5,0,297.629
1.5,33.5,0,291.636
1.5,34.5,0,285.656
1.5,35.5,0,279.689
1.5,36.5,0,273.735
1.5,37.5,0,267.791
1.5,38.5,0,261.859
1.5,39.5,0,255.936
1.5,40.5,0,250.023
1.5,41.5,0,244.118
1.5,42.5,0,238.221
1.5,43.5,0,232.329
1.5,44.5,0,226.444
1.5,45.5,0,220.563
1.5,46.5,0,214.685
1.5,47.5,0,208.81
1.5,48.5,0,202.936
2.5,0.5,0,496.814
2.5,1.5,0,490.442
2.5,2.5,0,484.072
2.5,3.5,0,477.705
2.5,4.5,0,471.341
2.5,5.5,0,464.981
2.5,6.5,0,458.627
2.5,7.5,0,452.28
2.5,8.5,0,445.94
2.5,9.5,0,439.608
2.5,10.5,0,433.286
2.5,11.5,0,426.973
2.5,12.5,0,420.672
2.5,13.5,0,414.381
2.5,14.5,0,408.103
2.5,15.5,0,401.838
2.5,16.5,0,395.586
2.5,17.5,0,389.349
2.5,18.5,0,383.125
2.5,19.5,0,376.917
2.5,20.5,0,370.723
2.5,21.5,0,364.545
2.5,22.5,0,358.383
2.5,23.5,0,352.237
2.5,24.5,0,346.107
2.5,25.5,0,339.992
2.5,26.5,0,333.894
2.5,27.5,0,327.811
2.5,28.5,0,321.744
2.5,29.5,0,315.693
2.5,30.5,0,309.657
2.5,31.5,0,303.636
2.5,32.5,0,297.629
2.5,33.5,0,291.636
2.5,34.5,0,285.656
2.5,35.5,0,279.689
2.5,36.5,0,273.735
2.5,37.5,0,267.791
2.5,38.5,0,261.859
2.5,39.5,0,255.936
2.5,40.5,0,250.023
2.5,41.5,0,244.118
2.5,42.5,0,238.221
2.5,43.5,0,232.329
2.5,44.5,0,226.444
2.5,45.5,0,220.563
2.5,46.5,0,214.685
2.5,47.5,0,208.81
2.5,48.5,0,202.936
3.5,0.5,0,496.814
3.5,1.5,0,490.442
3.5,2.5,0,484.072
3.5,3.5,0,477.705
3.5,4.5,0,471.341
3.5,5.5,0,464.981
3.5,6.5,0,458.627
3.5,7.5,0,452.28
3.5,8.5,0,445.94
3.5,9.5,0,439.608
3.5,10.5,0,433.286
3.5,11.5,0,426.973
3.5,12.5,0,420.672
3.5,13.5,0,414.381
3.5,14.5,0,408.103
3.5,15.5,0,401.838
3.5,16.5,0,395.586
3.5,17.5,0,389.349
3.5,18.5,0,383.125
3.5,19.5,0,376.917
3.5,20.5,0,370.723
3.5,21.5,0,364.545
3.5,22.5,0,358.383
3.5,23.5,0,352.237
3.5,24.5,0,346.107
3.5,25.5,0,339.992
3.5,26.5,0,333.894
3.5,27.5,0,327.811
3.5,28.5,0,321.744
3.5,29.5,0,315.693
3.5,30.5,0,309.657
3.5,31.5,0,303.636
3.5,32.5,0,297.629
3.5,33.5,0,291.636
3.5,34.5,0,285.656
3.5,35.5,0,279.689
3.5,36.5,0,273.735
3.5,37.5,0,267.791
3.5,38.5,0,261.859
3.5,39.5,0,255.936
3.5,40.5,0,250.023
3.5,41.5,0,244.118
3.5,42.5,0,238.221
3.5,43.5,0,232.329
3.5,44.5,0,226.444
3.5,45.5,0,220.563
3.5,46.5,0,214.685
3.5,47.5,0,208.81
3.5,48.5,0,202.936
4.5,0.5,0,496.814
4.5,1.5,0,490.442
4.5,2.5,0,484.072
4.5,3.5,0,477.705
4.5,4.5,0,471.341
4.5,5.5,0,464.981
4.5,6.5,0,458.627
4.5,7.5,0,452.28
4.5,8.5,0,445.94
4.5,9.5,0,439.608
4.5,10.5,0,433.286
4.5,11.5,0,426.973
4.5,12.5,0,420.672
4.5,13.5,0,414.381
4.5,14.5,0,408.103
4.5,15.5,0,401.838
4.5,16.5,0,395.586
4.5,17.5,0,389.349
4.5,18.5,0,383.125
4.5,19.5,0,376.917
4.5,20.5,0,370.723
4.5,21.5,0,364.545
4.5,22.5,0,358.383
4.5,23.5,0,352.237
4.5,24.5,0,346.107
4.5,25.5,0,339.992
4.5,26.5,0,333.894
4.5,27.5,0,327.811
4.5,28.5,0,321.744
4.5,29.5,0,315.693
4.5,30.5,0,309.657
4.5,31.5,0,303.636
4.5,32.5,0,297.629
4.5,33.5,0,291.636
4.5,34.5,0,285.656
4.5,35.5,0,279.689
4.5,36.5,0,273.735
4.5,37.5,0,267.791
4.5,38.5,0,261.859
4.5,39.5,0,255.936
4.5,40.5,0,250.023
4.5,41.5,0,244.118
4.5,42.5,0,238.221
4.5,43.5,0,232.329
4.5,44.5,0,226.444
4.5,45.5,0,220.563
4.5,46.5,0,214.685
4.5,47.5,0,208.81
4.5,48.5,0,202.936
5.5,0.5,0,496.814
5.5,1.5,0,490.442
5.5,2.5,0,484.072
5.5,3.5,0,477.705
5.5,4.5,0,471.341
5.5,5.5,0,464.981
5.5,6.5,0,458.627
5.5,7.5,0,452.28
5.5,8.5,0,445.94
5.5,9.5,0,439.608
5.5,10.5,0,433.286
5.5,11.5,0,426.973
5.5,12.5,0,420.672
5.5,13.5,0,414.381
5.5,14.5,0,408.103
5.5,15.5,0,401.838
5.5,16.5,0,395.586
5.5,17.5,0,389.349
5.5,18.5,0,383.125
5.5,19.5,0,376.917
5.5,20.5,0,370.723
5.5,21.5,0,364.545
5.5,22.5,0,358.383
5.5,23.5,0,352.237
5.5,24.5,0,346.107
5.5,25.5,0,339.992
5.5,26.5,0,333.894
5.5,27.5,0,327.811
5.5,28.5,0,321.744
5.5,29.5,0,315.693
5.5,30.5,0,309.657
5.5,31.5,0,303.636
5.5,32.5,0,297.629
5.5,33.5,0,291.636
5.5,34.5,0,285.656
5.5,35.5,0,279.689
5.5,36.5,0,273.735
5.5,37.5,0,267.791
5.5,38.5,0,261.859
5.5,39.5,0,255.936
5.5,40.5,0,250.023
5.5,41.5,0,244.118
5.5,42.5,0,238.221
5.5,43.5,0,232.329
5.5,44.5,0,226.444
5.5,45.5,0,220.563
5.5,46.5,0,214.685
5.5,47.5,0,208.81
5.5,48.5,0,202.936
6.5,0.5,0,496.814
6.5,1.5,0,490.442
6.5,2.5,0,484.072
6.5,3.5,0,477.705
6.5,4.5,0,471.341
6.5,5.5,0,464.981
6.5,6.5,0,458.627
6.5,7.5,0,452.28
6.5,8.5,0,445.94
6.5,9.5,0,439.608
6.5,10.5,0,433.286
6.5,11.5,0,426.973
6.5,12.5,0,420.672
6.5,13.5,0,414.381
6.5,14.5,0,408.103
6.5,15.5,0,401.838
6.5,16.5,0,395.586
6.5,17.5,0,389.349
6.5,18.5,0,383.125
6.5,19.5,0,376.917
6.5,20.5,0,370.723
6.5,21.5,0,364.545
6.5,22.5,0,358.383
6.5,23.5,0,352.237
6.5,24.5,0,346.107
6.5,25.5,0,339.992
6.5,26.5,0,333.894
6.5,27.5,0,327.811
6.5,28.5,0,321.744
6.5,29.5,0,315.693
6.5,30.5,0,309.657
6.5,31.5,0,303.636
6.5,32.5,0,297.629
6.5,33.5,0,291.636
6.5,34.5,0,285.656
6.5,35.5,0,279.689
6.5,36.5,0,273.735
6.5,37.5,0,267.791
6.5,38.5,0,261.859
6.5,39.5,0,255.936
6.5,40.5,0,250.023
6.5,41.5,0,244.118
6.5,42.5,0,238.221
6.5,43.5,0,232.329
6.5,44.5,0,226.444
6.5,45.5,0,220.563
6.5,46.5,0,214.685
6.5,47.5,0,208.81
6.5,48.5,0,202.936
7.5,0.5,0,496.814
7.5,1.5,0,490.442
7.5,2.5,0,484.072
7.5,3.5,0,477.705
7.5,4.5,0,471.341
7.5,5.5,0,464.981
7.5,6.5,0,458.627
7.5,7.5,0,452.28
7.5,8.5,0,445.94
7.5,9.5,0,439.608
7.5,10.5,0,433.286
7.5,11.5,0,426.973
7.5,12.5,0,420.672
7.5,13.5,0,414.381
7.5,14.5,0,408.103
7.5,15.5,0,401.838
7.5,16.5,0,395.586
7.5,17.5,0,389.349
7.5,18.5,0,383.125
7.5,19.5,0,376.917
7.5,20.5,0,370.723
7.5,21.5,0,364.545
7.5,22.5,0,358.383
7.5,23.5,0,352.237
7.5,24.5,0,346.107
7.5,25.5,0,339.992
7.5,26.5,0,333.894
7.5,27.5,0,327.811
7.5,28.5,0,321.744
7.5,29.5,0,315.693
7.5,30.5,0,309.657
7.5,31.5,0,303.636
7.5,32.5,0,297.629
7.5,33.5,0,291.636
7.5,34.5,0,285.656
7.5,35.5,0,279.689
7.5,36.5,0,273.735
7.5,37.5,0,267.791
7.5,38.5,0,261.859
7.5,39.5,0,255.936
7.5,40.5,0,250.023
7.5,41.5,0,244.118
7.5,42.5,0,238.221
7.5,43.5,0,232.329
7.5,44.5,0,226.444
7.5,45.5,0,220.563
7.5,46.5,0,214.685
7.5,47.5,0,208.81
7.5,48.5,0,202.936
8.5,0.5,0,496.814
8.5,1.5,0,490.442
8.5,2.5,0,484.072
8.5,3.5,0,477.705
8.5,4.5,0,471.341
8.5,5.5,0,464.981
8.5,6.5,0,458.627
8.5,7.5,0,452.28
8.5,8.5,0,445.94
8.5,9.5,0,439.608
8.5,10.5,0,433.286
8.5,11.5,0,426.973
8.5,12.5,0,420.672
8.5,13.5,0,414.381
8.5,14.5,0,408.103
8.5,15.5,0,401.838
8.5,16.5,0,395.586
8.5,17.5,0,389.349
8.5,18.5,0,383.125
8.5,19.5,0,376.917
8.5,20.5,0,370.723
8.5,21.5,0,364.545
8.5,22.5,0,358.383
8.5,23.5,0,352.237
8.5,24.5,0,346.107
8.5,25.5,0,339.992
8.5,26.5,0,333.894
8.5,27.5,0,327.811
8.5,28.5,0,321.744
8.5,29.5,0,315.693
8.5,30.5,0,309.657
8.5,31.5,0,303.636
8.5,32.5,0,297.629
8.5,33.5,0,291.636
8.5,34.5,0,285.656
8.5,35.5,0,279.689
8.5,36.5,0,273.735
8.5,37.5,0,267.791
8.5,38.5,0,261.859
8.5,39.5,0,255.936
8.5,40.5,0,250.023
8.5,41.5,0,244.118
8.5,42.5,0,238.221
8.5,43.5,0,232.329
8.5,44.5,0,226.444
8.5,45.5,0,220.563
8.5,46.5,0,214.685
8.5,47.5,0,208.81
8.5,48.5,0,202.936
9.5,0.5,0,496.814
9.5,1.5,0,490.442
9.5,2.5,0,484.072
9.5,3.5,0,477.705
9.5,4.5,0,471.341
9.5,5.5,0,464.981
9.5,6.5,0,458.627
9.5,7.5,0,452.28
9.5,8.5,0,445.94
9.5,9.5,0,439.608
9.5,10.5,0,433.286
9.5,11.5,0,426.973
9.5,12.5,0,420.672
9.5,13.5,0,414.381
9.5,14.5,0,408.103
9.5,15.5,0,401.838
9.5,16.5,0,395.586
9.5,17.5,0,389.349
9.5,18.5,0,383.125
9.5,19.5,0,376.917
9.5,20.5,0,370.723
9.5,21.5,0,364.545
9.5,22.5,0,358.383
9.5,23.5,0,352.237
9.5,24.5,0,346.107
9.5,25.5,0,339.992
9.5,26.5,0,333.894
9.5,27.5,0,327.811
9.5,28.5,0,321.744
9.5,29.5,0,315.693
9.5,30.5,0,309.657
9.5,31.5,0,303.636
9.5,32.5,0,297.629
9.5,33.5,0,291.636
9.5,34.5,0,285.656
9.5,35.5,0,279.689
9.5,36.5,0,273.735
9.5,37.5,0,267.791
9.5,38.5,0,261.859
9.5,39.5,0,255.936
9.5,40.5,0,250.023
9.5,41.5,0,244.118
9.5,42.5,0,238.221
9.5,43.5,0,232.329
9.5,44.5,0,226.444
9.5,45.5,0,220.563
9.5,46.5,0,214.685
9.5,47.5,0,208.81
9.5,48.5,0,202.936
10.5,0.5,0,496.814
10.5,1.5,0,490.442
10.5,2.5,0,484.072
10.5,3.5,0,477.705
10.5,4.5,0,471.341
10.5,5.5,0,464.981
10.5,6.5,0,458.627
10.5,7.5,0,452.28
10.5,8.5,0,445.94
10.5,9.5,0,439.608
10.5,10.5,0,433.286
10.5,11.5,0,426.973
10.5,12.5,0,420.672
10.5,13.5,0,414.381
10.5,14.5,0,408.103
10.5,15.5,0,401.838
10.5,16.5,0,395.586
10.5,17.5,0,389.349
10.5,18.5,0,383.125
10.5,19.5,0,376.917
10.5,20.5,0,370.723
10.5,21.5,0,364.545
10.5,22.5,0,358.383
10.5,23.5,0,352.237
10.5,24.5,0,346.107
10.5,25.5,0,339.992
10.5,26.5,0,333.894
10.5,27.5,0,327.811
10.5,28.5,0,321.744
10.5,29.5,0,315.693
10.5,30.5,0,309.657
10.5,31.5,0,303.636
10.5,32.5,0,297.629
10.5,33.5,0,291.636
10.5,34.5,0,285.656
10.5,35.5,0,279.689
10.5,36.5,0,273.735
10.5,37.5,0,267.791
10.5,38.5,0,261.859
10.5,39.5,0,255.936
10.5,40.5,0,250.023
10.5,41.5,0,244.118
10.5,42.5,0,238.221
10.5,43.5,0,232.329
10.5,44.5,0,226.444
10.5,45.5,0,220.563
10.5,46.5,0,214.685
10.5,47.5,0,208.81
10.5,48.5,0,202.936
11.5,0.5,0,496.814
11.5,1.5,0,490.442
11.5,2.5,0,484.072
11.5,3.5,0,477.705
11.5,4.5,0,471.341
11.5,5.5,0,464.981
11.5,6.5,0,458.627
11.5,7.5,0,452.28
11.5,8.5,0,445.94
11.5,9.5,0,439.608
11.5,10.5,0,433.286
11.5,11.5,0,426.973
11.5,12.5,0,420.672
11.5,13.5,0,414.381
11.5,14.5,0,408.103
11.5,15.5,0,401.838
11.5,16.5,0,395.586
11.5,17.5,0,389.349
11.5,18.5,0,383.125
11.5,19.5,0,376.917
11.5,20.5,0,370.723
11.5,21.5,0,364.545
11.5,22.5,0,358.383
11.5,23.5,0,352.237
11.5,24.5,0,346.107
11.5,25.5,0,339.992
11.5,26.5,0,333.894
11.5,27.5,0,327.811
11.5,28.5,0,321.744
11.5,29.5,0,315.693
11.5,30.5,0,309.657
11.5,31.5,0,303.636
11.5,32.5,0,297.629
11.5,33.5,0,291.636
11.5,34.5,0,285.656
11.5,35.5,0,279.689
11.5,36.5,0,273.735
11.5,37.5,0,267.791
11.5,38.5,0,261.859
11.5,39.5,0,255.936
11.5,40.5,0,250.023
11.5,41.5,0,244.118
11.5,42.5,0,238.221
11.5,43.5,0,232.329
11.5,44.5,0,226.444
11.5,45.5,0,220.563
11.5,46.5,0,214.685
11.5,47.5,0,208.81
11.5,48.5,0,202.936
12.5,0.5,0,496.814
12.5,1.5,0,490.442
12.5,2.5,0,484.072
12.5,3.5,0,477.705
12.5,4.5,0,471.341
12.5,5.5,0,464.981
12.5,6.5,0,458.627
12.5,7.5,0,452.28
12.5,8.5,0,445.94
12.5,9.5,0,439.608
12.5,10.5,0,433.286
12.5,11.5,0,426.973
12.5,12.5,0,420.672
12.5,13.5,0,414.381
12.5,14.5,0,408.103
12.5,15.5,0,401.838
12.5,16.5,0,395.586
12.5,17.5,0,389.349
12.5,18.5,0,383.125
12.5,19.5,0,376.917
12.5,20.5,0,370.723
12.5,21.5,0,364.545
12.5,22.5,0,358.383
12.5,23.5,0,352.237
12.5,24.5,0,346.107
12.5,25.5,0,339.992
12.5,26.5,0,333.894
12.5,27.5,0,327.811
12.5,28.5,0,321.744
12.5,29.5,0,315.693
12.5,30.5,0,309.657
12.5,31.5,0,303.636
12.5,32.5,0,297.629
12.5,33.5,0,291.636
12.5,34.5,0,285.656
12.5,35.5,0,279.689
12.5,36.5,0,273.735
12.5,37.5,0,267.791
12.5,38.5,0,261.859
12.5,39.5,0,255.936
12.5,40.5,0,250.023
12.5,41.5,0,244.118
12.5,42.5,0,238.221
12.5,43.5,0,232.329
12.5,44.5,0,226.444
12.5,45.5,0,220.563
12.5,46.5,0,214.685
12.5,47.5,0,208.81
12.5,48.5,0,202.936
13.5,0.5,0,496.814
13.5,1.5,0,490.442
13.5,2.5,0,484.072
13.5,3.5,0,477.705
13.5,4.5,0,471.341
13.5,5.5,0,464.981
13.5,6.5,0,458.627
13.5,7.5,0,452.28
13.5,8.5,0,445.94
13.5,9.5,0,439.608
13.5,10.5,0,433.286
13.5,11.5,0,426.973
13.5,12.5,0,420.672
13.5,13.5,0,414.381
13.5,14.5,0,408.103
13.5,15.5,0,401.838
13.5,16.5,0,395.586
13.5,17.5,0,389.349
13.5,18.5,0,383.125
13.5,19.5,0,376.917
13.5,20.5,0,370.723
13.5,21.5,0,364.545
13.5,22.5,0,358.383
13.5,23.5,0,352.237
13.5,24.5,0,346.107
13.5,25.5,0,339.992
13.5,26.5,0,333.894
13.5,27.5,0,327.811
13.5,28.5,0,321.744
13.5,29.5,0,315.693
13.5,30.5,0,309.657
13.5,31.5,0,303.636
13.5,32.5,0,297.629
13.5,33.5,0,291.636
13.5,34.5,0,285.656
13.5,35.5,0,279.689
13.5,36.5,0,273.735
13.5,37.5,0,267.791
13.5,38.5,0,261.859
13.5,39.5,0,255.936
13.5,40.5,0,250.023
13.5,41.5,0,244.118
13.5,42.5,0,238.221
13.5,43.5,0,232.329
13.5,44.5,0,226.444
13.5,45.5,0,220.563
13.5,46.5,0,214.685
13.5,47.5,0,208.81
13.5,48.5,0,202.936
14.5,0.5,0,496.814
14.5,1.5,0,490.442
14.5,2.5,0,484.072
14.5,3.5,0,477.705
14.5,4.5,0,471.341
14.5,5.5,0,464.981
14.5,6.5,0,458.627
14.5,7.5,0,452.28
14.5,8.5,0,445.94
14.5,9.5,0,439.608
14.5,10.5,0,433.286
14.5,11.5,0,426.973
14.5,12.5,0,420.672
14.5,13.5,0,414.381
14.5,14.5,0,408.103
14.5,15.5,0,401.838
14.5,16.5,0,395.586
14.5,17.5,0,389.349
14.5,18.5,0,383.125
14.5,19.5,0,376.917
14.5,20.5,0,370.723
14.5,21.5,0,364.545
14.5,22.5,0,358.383
14.5,23.5,0,352.237
14.5,24.5,0,346.107
14.5,25.5,0,339.992
14.5,26.5,0,333.894
14.5,27.5,0,327.811
14.5,28.5,0,321.744
14.5,29.5,0,315.693
14.5,30.5,0,309.657
14.5,31.5,0,303.636
14.5,32.5,0,297.629
14.5,33.5,0,291.636
14.5,34.5,0,285.656
14.5,35.5,0,279.689
14.5,36.5,0,273.735
14.5,37.5,0,267.791
14.5,38.5,0,261.859
14.5,39.5,0,255.936
14.5,40.5,0,250.023
14.5,41.5,0,244.118
14.5,42.5,0,238.221
14.5,43.5,0,232.329
14.5,44.5,0,226.444
14.5,45.5,0,220.563
14.5,46.5,0,214.685
14.5,47.5,0,208.81
14.5,48.5,0,202.936
15.5,0.5,0,496.814
15.5,1.5,0,490.442
15.5,2.5,0,484.072
15.5,3.5,0,477.705
15.5,4.5,0,471.341
15.5,5.5,0,464.981
15.5,6.5,0,458.627
15.5,7.5,0,452.28
15.5,8.5,0,445.94
15.5,9.5,0,439.608
15.5,10.5,0,433.286
15.5,11.5,0,426.973
15.5,12.5,0,420.672
15.5,13.5,0,414.381
15.5,14.5,0,408.103
15.5,15.5,0,401.838
15.5,16.5,0,395.586
15.5,17.5,0,389.349
15.5,18.5,0,383.125
15.5,19.5,0,376.917
15.5,20.5,0,370.723
15.5,21.5,0,364.545
15.5,22.5,0,358.383
15.5,23.5,0,352.237
15.5,24.5,0,346.107
15.5,25.5,0,339.992
15.5,26.5,0,333.894
15.5,27.5,0,327.811
15.5,28.5,0,321.744
15.5,29.5,0,315.693
15.5,30.5,0,309.657
15.5,31.5,0,303.636
15.5,32.5,0,297.629
15.5,33.5,0,291.636
15.5,34.5,0,285.656
15.5,35.5,0,279.689
15.5,36.5,0,273.735
15.5,37.5,0,267.791
15.5,38.5,0,261.859
15.5,39.5,0,255.936
15.5,40.5,0,250.023
15.5,41.5,0,244.118
15.5,42.5,0,238.221
15.5,43.5,0,232.329
15.5,44.5,0,226.444
15.5,45.5,0,220.563
15.5,46.5,0,214.685
15.5,47.5,0,208.81
15.5,48.5,0,202.936
16.5,0.5,0,496.814
16.5,1.5,0,490.442
16.5,2.5,0,484.072
16.5,3.5,0,477.705
16.5,4.5,0,471.341
16.5,5.5,0,464.981
