x,y,z,T(K)
47.5,18.5,0,383.125
47.5,19.5,0,376.917
47.5,20.5,0,370.723
47.5,21.5,0,364.545
47.5,22.5,0,358.383
47.5,23.5,0,352.237
47.5,24.5,0,346.107
47.5,25.5,0,339.992
47.5,26.5,0,333.894
47.5,27.5,0,327.811
47.5,28.5,0,321.744
47.5,29.5,0,315.693
47.5,30.5,0,309.657
47.5,31.5,0,303.636
47.5,32.5,0,297.629
47.5,33.5,0,291.636
47.5,34.5,0,285.656
47.5,35.5,0,279.689
47.5,36.5,0,273.735
47.5,37.5,0,267.791
47.5,38.5,0,261.859
47.5,39.5,0,255.936
47.5,40.5,0,250.023
47.5,41.5,0,244.118
47.5,42.5,0,238.221
47.5,43.5,0,232.329
47.5,44.5,0,226.444
47.5,45.5,0,220.563
47.5,46.5,0,214.685
47.5,47.5,0,208.81
47.5,48.5,0,202.936
48.5,0.5,0,496.814
48.5,1.5,0,490.442
48.5,2.5,0,484.072
48.5,3.5,0,477.705
48.5,4.5,0,471.341
48.5,5.5,0,464.981
48.5,6.5,0,458.627
48.5,7.5,0,452.28
48.5,8.5,0,445.94
48.5,9.5,0,439.608
48.5,10.5,0,433.286
48.5,11.5,0,426.973
48.5,12.5,0,420.672
48.5,13.5,0,414.381
48.5,14.5,0,408.103
48.5,15.5,0,401.838
48.5,16.5,0,395.586
48.5,17.5,0,389.349
48.5,18.5,0,383.125
48.5,19.5,0,376.917
48.5,20.5,0,370.723
48.5,21.5,0,364.545
48.5,22.5,0,358.383
48.5,23.5,0,352.237
48.5,24.5,0,346.107
48.5,25.5,0,339.992
48.5,26.5,0,333.894
48.5,27.5,0,327.811
48.5,28.5,0,321.744
48.5,29.5,0,315.693
48.5,30.5,0,309.657
48.5,31.5,0,303.636
48.5,32.5,0,297.629
48.5,33.5,0,291.636
48.5,34.5,0,285.656
48.5,35.5,0,279.689
48.5,36.5,0,273.735
48.5,37.5,0,267.791
48.5,38.5,0,261.859
48.5,39.5,0,255.936
48.5,40.5,0,250.023
48.5,41.5,0,244.118
48.5,42.5,0,238.221
48.5,43.5,0,232.329
48.5,44.5,0,226.444
48.5,45.5,0,220.563
48.5,46.5,0,214.685
48.5,47.5,0,208.81
48.5,48.5,0,202.936
49.5,0.5,0,496.814
49.5,1.5,0,490.442
49.5,2.5,0,484.072
49.5,3.5,0,477.705
49.5,4.5,0,471.341
49.5,5.5,0,464.981
49.5,6.5,0,458.627
49.5,7.5,0,452.28
49.5,8.5,0,445.94
49.5,9.5,0,439.608
49.5,10.5,0,433.286
49.5,11.5,0,426.973
49.5,12.5,0,420.672
49.5,13.5,0,414.381
49.5,14.5,0,408.103
49.5,15.5,0,401.838
49.5,16.5,0,395.586
49.5,17.5,0,389.349
49.5,18.5,0,383.125
49.5,19.5,0,376.917
49.5,20.5,0,370.723
49.5,21.5,0,364.545
49.5,22.5,0,358.383
49.5,23.5,0,352.237
49.5,24.5,0,346.107
49.5,25.5,0,339.992
49.5,26.5,0,333.894
49.5,27.5,0,327.811
49.5,28.5,0,321.744
49.5,29.5,0,315.693
49.5,30.5,0,309.657
49.5,31.5,0,303.636
49.5,32.5,0,297.629
49.5,33.5,0,291.636
49.5,34.5,0,285.656
49.5,35.5,0,279.689
49.5,36.5,0,273.735
49.5,37.5,0,267.791
49.5,38.5,0,261.859
49.5,39.5,0,255.936
49.5,40.5,0,250.023
49.5,41.5,0,244.118
49.5,42.5,0,238.221
49.5,43.5,0,232.329
49.5,44.5,0,226.444
49.5,45.5,0,220.563
49.5,46.5,0,214.685
49.5,47.5,0,208.81
49.5,48.5,0,202.936
50.5,0.5,0,496.814
50.5,1.5,0,490.442
50.5,2.5,0,484.072
50.5,3.5,0,477.705
50.5,4.5,0,471.341
50.5,5.5,0,464.981
50.5,6.5,0,458.627
50.5,7.5,0,452.28
50.5,8.5,0,445.94
50.5,9.5,0,439.608
50.5,10.5,0,433.286
50.5,11.5,0,426.973
50.5,12.5,0,420.672
50.5,13.5,0,414.381
50.5,14.5,0,408.103
50.5,15.5,0,401.838
50.5,16.5,0,395.586
50.5,17.5,0,389.349
50.5,18.5,0,383.125
50.5,19.5,0,376.917
50.5,20.5,0,370.723
50.5,21.5,0,364.545
50.5,22.5,0,358.383
50.5,23.5,0,352.237
50.5,24.5,0,346.107
50.5,25.5,0,339.992
50.5,26.5,0,333.894
50.5,27.5,0,327.811
50.5,28.5,0,321.744
50.5,29.5,0,315.693
50.5,30.5,0,309.657
50.5,31.5,0,303.636
50.5,32.5,0,297.629
50.5,33.5,0,291.636
50.5,34.5,0,285.656
50.5,35.5,0,279.689
50.5,36.5,0,273.735
50.5,37.5,0,267.791
50.5,38.5,0,261.859
50.5,39.5,0,255.936
50.5,40.5,0,250.023
50.5,41.5,0,244.118
50.5,42.5,0,238.221
50.5,43.5,0,232.329
50.5,44.5,0,226.444
50.5,45.5,0,220.563
50.5,46.5,0,214.685
50.5,47.5,0,208.81
50.5,48.5,0,202.936
51.5,0.5,0,496.814
51.5,1.5,0,490.442
51.5,2.5,0,484.072
51.5,3.5,0,477.705
51.5,4.5,0,471.341
51.5,5.5,0,464.981
51.5,6.5,0,458.627
51.5,7.5,0,452.28
51.5,8.5,0,445.94
51.5,9.5,0,439.608
51.5,10.5,0,433.286
51.5,11.5,0,426.973
51.5,12.5,0,420.672
51.5,13.5,0,414.381
51.5,14.5,0,408.103
51.5,15.5,0,401.838
51.5,16.5,0,395.586
51.5,17.5,0,389.349
51.5,18.5,0,383.125
51.5,19.5,0,376.917
51.5,20.5,0,370.723
51.5,21.5,0,364.545
51.5,22.5,0,358.383
51.5,23.5,0,352.237
51.5,24.5,0,346.107
51.5,25.5,0,339.992
51.5,26.5,0,333.894
51.5,27.5,0,327.811
51.5,28.5,0,321.744
51.5,29.5,0,315.693
51.5,30.5,0,309.657
51.5,31.5,0,303.636
51.5,32.5,0,297.629
51.5,33.5,0,291.636
51.5,34.5,0,285.656
51.5,35.5,0,279.689
51.5,36.5,0,273.735
51.5,37.5,0,267.791
51.5,38.5,0,261.859
51.5,39.5,0,255.936
51.5,40.5,0,250.023
51.5,41.5,0,244.118
51.5,42.5,0,238.221
51.5,43.5,0,232.329
51.5,44.5,0,226.444
51.5,45.5,0,220.563
51.5,46.5,0,214.685
51.5,47.5,0,208.81
51.5,48.5,0,202.936
52.5,0.5,0,496.814
52.5,1.5,0,490.442
52.5,2.5,0,484.072
52.5,3.5,0,477.705
52.5,4.5,0,471.341
52.5,5.5,0,464.981
52.5,6.5,0,458.627
52.5,7.5,0,452.28
52.5,8.5,0,445.94
52.5,9.5,0,439.608
52.5,10.5,0,433.286
52.5,11.5,0,426.973
52.5,12.5,0,420.672
52.5,13.5,0,414.381
52.5,14.5,0,408.103
52.5,15.5,0,401.838
52.5,16.5,0,395.586
52.5,17.5,0,389.349
52.5,18.5,0,383.125
52.5,19.5,0,376.917
52.5,20.5,0,370.723
52.5,21.5,0,364.545
52.5,22.5,0,358.383
52.5,23.5,0,352.237
52.5,24.5,0,346.107
52.5,25.5,0,339.992
52.5,26.5,0,333.894
52.5,27.5,0,327.811
52.5,28.5,0,321.744
52.5,29.5,0,315.693
52.5,30.5,0,309.657
52.5,31.5,0,303.636
52.5,32.5,0,297.629
52.5,33.5,0,291.636
52.5,34.5,0,285.656
52.5,35.5,0,279.689
52.5,36.5,0,273.735
52.5,37.5,0,267.791
52.5,38.5,0,261.859
52.5,39.5,0,255.936
52.5,40.5,0,250.023
52.5,41.5,0,244.118
52.5,42.5,0,238.221
52.5,43.5,0,232.329
52.5,44.5,0,226.444
52.5,45.5,0,220.563
52.5,46.5,0,214.685
52.5,47.5,0,208.81
52.5,48.5,0,202.936
53.5,0.5,0,496.814
53.5,1.5,0,490.442
53.5,2.5,0,484.072
53.5,3.5,0,477.705
53.5,4.5,0,471.341
53.5,5.5,0,464.981
53.5,6.5,0,458.627
53.5,7.5,0,452.28
53.5,8.5,0,445.94
53.5,9.5,0,439.608
53.5,10.5,0,433.286
53.5,11.5,0,426.973
53.5,12.5,0,420.672
53.5,13.5,0,414.381
53.5,14.5,0,408.103
53.5,15.5,0,401.838
53.5,16.5,0,395.586
53.5,17.5,0,389.349
53.5,18.5,0,383.125
53.5,19.5,0,376.917
53.5,20.5,0,370.723
53.5,21.5,0,364.545
53.5,22.5,0,358.383
53.5,23.5,0,352.237
53.5,24.5,0,346.107
53.5,25.5,0,339.992
53.5,26.5,0,333.894
53.5,27.5,0,327.811
53.5,28.5,0,321.744
53.5,29.5,0,315.693
53.5,30.5,0,309.657
53.5,31.5,0,303.636
53.5,32.5,0,297.629
53.5,33.5,0,291.636
53.5,34.5,0,285.656
53.5,35.5,0,279.689
53.5,36.5,0,273.735
53.5,37.5,0,267.791
53.5,38.5,0,261.859
53.5,39.5,0,255.936
53.5,40.5,0,250.023
53.5,41.5,0,244.118
53.5,42.5,0,238.221
53.5,43.5,0,232.329
53.5,44.5,0,226.444
53.5,45.5,0,220.563
53.5,46.5,0,214.685
53.5,47.5,0,208.81
53.5,48.5,0,202.936
54.5,0.5,0,496.814
54.5,1.5,0,490.442
54.5,2.5,0,484.072
54.5,3.5,0,477.705
54.5,4.5,0,471.341
54.5,5.5,0,464.981
54.5,6.5,0,458.627
54.5,7.5,0,452.28
54.5,8.5,0,445.94
54.5,9.5,0,439.608
54.5,10.5,0,433.286
54.5,11.5,0,426.973
54.5,12.5,0,420.672
54.5,13.5,0,414.381
54.5,14.5,0,408.103
54.5,15.5,0,401.838
54.5,16.5,0,395.586
54.5,17.5,0,389.349
54.5,18.5,0,383.125
54.5,19.5,0,376.917
54.5,20.5,0,370.723
54.5,21.5,0,364.545
54.5,22.5,0,358.383
54.5,23.5,0,352.237
54.5,24.5,0,346.107
54.5,25.5,0,339.992
54.5,26.5,0,333.894
54.5,27.5,0,327.811
54.5,28.5,0,321.744
54.5,29.5,0,315.693
54.5,30.5,0,309.657
54.5,31.5,0,303.636
54.5,32.5,0,297.629
54.5,33.5,0,291.636
54.5,34.5,0,285.656
54.5,35.5,0,279.689
54.5,36.5,0,273.735
54.5,37.5,0,267.791
54.5,38.5,0,261.859
54.5,39.5,0,255.936
54.5,40.5,0,250.023
54.5,41.5,0,244.118
54.5,42.5,0,238.221
54.5,43.5,0,232.329
54.5,44.5,0,226.444
54.5,45.5,0,220.563
54.5,46.5,0,214.685
54.5,47.5,0,208.81
54.5,48.5,0,202.936
55.5,0.5,0,496.814
55.5,1.5,0,490.442
55.5,2.5,0,484.072
55.5,3.5,0,477.705
55.5,4.5,0,471.341
55.5,5.5,0,464.981
55.5,6.5,0,458.627
55.5,7.5,0,452.28
55.5,8.5,0,445.94
55.5,9.5,0,439.608
55.5,10.5,0,433.286
55.5,11.5,0,426.973
55.5,12.5,0,420.672
55.5,13.5,0,414.381
55.5,14.5,0,408.103
55.5,15.5,0,401.838
55.5,16.5,0,395.586
55.5,17.5,0,389.349
55.5,18.5,0,383.125
55.5,19.5,0,376.917
55.5,20.5,0,370.723
55.5,21.5,0,364.545
55.5,22.5,0,358.383
55.5,23.5,0,352.237
55.5,24.5,0,346.107
55.5,25.5,0,339.992
55.5,26.5,0,333.894
55.5,27.5,0,327.811
55.5,28.5,0,321.744
55.5,29.5,0,315.693
55.5,30.5,0,309.657
55.5,31.5,0,303.636
55.5,32.5,0,297.629
55.5,33.5,0,291.636
55.5,34.5,0,285.656
55.5,35.5,0,279.689
55.5,36.5,0,273.735
55.5,37.5,0,267.791
55.5,38.5,0,261.859
55.5,39.5,0,255.936
55.5,40.5,0,250.023
55.5,41.5,0,244.118
55.5,42.5,0,238.221
55.5,43.5,0,232.329
55.5,44.5,0,226.444
55.5,45.5,0,220.563
55.5,46.5,0,214.685
55.5,47.5,0,208.81
55.5,48.5,0,202.936
56.5,0.5,0,496.814
56.5,1.5,0,490.442
56.5,2.5,0,484.072
56.5,3.5,0,477.705
56.5,4.5,0,471.341
56.5,5.5,0,464.981
56.5,6.5,0,458.627
56.5,7.5,0,452.28
56.5,8.5,0,445.94
56.5,9.5,0,439.608
56.5,10.5,0,433.286
56.5,11.5,0,426.973
56.5,12.5,0,420.672
56.5,13.5,0,414.381
56.5,14.5,0,408.103
56.5,15.5,0,401.838
56.5,16.5,0,395.586
56.5,17.5,0,389.349
56.5,18.5,0,383.125
56.5,19.5,0,376.917
56.5,20.5,0,370.723
56.5,21.5,0,364.545
56.5,22.5,0,358.383
56.5,23.5,0,352.237
56.5,24.5,0,346.107
56.5,25.5,0,339.992
56.5,26.5,0,333.894
56.5,27.5,0,327.811
56.5,28.5,0,321.744
56.5,29.5,0,315.693
56.5,30.5,0,309.657
56.5,31.5,0,303.636
56.5,32.5,0,297.629
56.5,33.5,0,291.636
56.5,34.5,0,285.656
56.5,35.5,0,279.689
56.5,36.5,0,273.735
56.5,37.5,0,267.791
56.5,38.5,0,261.859
56.5,39.5,0,255.936
56.5,40.5,0,250.023
56.5,41.5,0,244.118
56.5,42.5,0,238.221
56.5,43.5,0,232.329
56.5,44.5,0,226.444
56.5,45.5,0,220.563
56.5,46.5,0,214.685
56.5,47.5,0,208.81
56.5,48.5,0,202.936
57.5,0.5,0,496.814
57.5,1.5,0,490.442
57.5,2.5,0,484.072
57.5,3.5,0,477.705
57.5,4.5,0,471.341
57.5,5.5,0,464.981
57.5,6.5,0,458.627
57.5,7.5,0,452.28
57.5,8.5,0,445.94
57.5,9.5,0,439.608
57.5,10.5,0,433.286
57.5,11.5,0,426.973
57.5,12.5,0,420.672
57.5,13.5,0,414.381
57.5,14.5,0,408.103
57.5,15.5,0,401.838
57.5,16.5,0,395.586
57.5,17.5,0,389.349
57.5,18.5,0,383.125
57.5,19.5,0,376.917
57.5,20.5,0,370.723
57.5,21.5,0,364.545
57.5,22.5,0,358.383
57.5,23.5,0,352.237
57.5,24.5,0,346.107
57.5,25.5,0,339.992
57.5,26.5,0,333.894
57.5,27.5,0,327.811
57.5,28.5,0,321.744
57.5,29.5,0,315.693
57.5,30.5,0,309.657
57.5,31.5,0,303.636
57.5,32.5,0,297.629
57.5,33.5,0,291.636
57.5,34.5,0,285.656
57.5,35.5,0,279.689
57.5,36.5,0,273.735
57.5,37.5,0,267.791
57.5,38.5,0,261.859
57.5,39.5,0,255.936
57.5,40.5,0,250.023
57.5,41.5,0,244.118
57.5,42.5,0,238.221
57.5,43.5,0,232.329
57.5,44.5,0,226.444
57.5,45.5,0,220.563
57.5,46.5,0,214.685
57.5,47.5,0,208.81
57.5,48.5,0,202.936
58.5,0.5,0,496.814
58.5,1.5,0,490.442
58.5,2.5,0,484.072
58.5,3.5,0,477.705
58.5,4.5,0,471.341
58.5,5.5,0,464.981
58.5,6.5,0,458.627
58.5,7.5,0,452.28
58.5,8.5,0,445.94
58.5,9.5,0,439.608
58.5,10.5,0,433.286
58.5,11.5,0,426.973
58.5,12.5,0,420.672
58.5,13.5,0,414.381
58.5,14.5,0,408.103
58.5,15.5,0,401.838
58.5,16.5,0,395.586
58.5,17.5,0,389.349
58.5,18.5,0,383.125
58.5,19.5,0,376.917
58.5,20.5,0,370.723
58.5,21.5,0,364.545
58.5,22.5,0,358.383
58.5,23.5,0,352.237
58.5,24.5,0,346.107
58.5,25.5,0,339.992
58.5,26.5,0,333.894
58.5,27.5,0,327.811
58.5,28.5,0,321.744
58.5,29.5,0,315.693
58.5,30.5,0,309.657
58.5,31.5,0,303.636
58.5,32.5,0,297.629
58.5,33.5,0,291.636
58.5,34.5,0,285.656
58.5,35.5,0,279.689
58.5,36.5,0,273.735
58.5,37.5,0,267.791
58.5,38.5,0,261.859
58.5,39.5,0,255.936
58.5,40.5,0,250.023
58.5,41.5,0,244.118
58.5,42.5,0,238.221
58.5,43.5,0,232.329
58.5,44.5,0,226.444
58.5,45.5,0,220.563
58.5,46.5,0,214.685
58.5,47.5,0,208.81
58.5,48.5,0,202.936
59.5,0.5,0,496.814
59.5,1.5,0,490.442
59.5,2.5,0,484.072
59.5,3.5,0,477.705
59.5,4.5,0,471.341
59.5,5.5,0,464.981
59.5,6.5,0,458.627
59.5,7.5,0,452.28
59.5,8.5,0,445.94
59.5,9.5,0,439.608
59.5,10.5,0,433.286
59.5,11.5,0,426.973
59.5,12.5,0,420.672
59.5,13.5,0,414.381
59.5,14.5,0,408.103
59.5,15.5,0,401.838
59.5,16.5,0,395.586
59.5,17.5,0,389.349
59.5,18.5,0,383.125
59.5,19.5,0,376.917
59.5,20.5,0,370.723
59.5,21.5,0,364.545
59.5,22.5,0,358.383
59.5,23.5,0,352.237
59.5,24.5,0,346.107
59.5,25.5,0,339.992
59.5,26.5,0,333.894
59.5,27.5,0,327.811
59.5,28.5,0,321.744
59.5,29.5,0,315.693
59.5,30.5,0,309.657
59.5,31.5,0,303.636
59.5,32.5,0,297.629
59.5,33.5,0,291.636
59.5,34.5,0,285.656
59.5,35.5,0,279.689
59.5,36.5,0,273.735
59.5,37.5,0,267.791
59.5,38.5,0,261.859
59.5,39.5,0,255.936
59.5,40.5,0,250.023
59.5,41.5,0,244.118
59.5,42.5,0,238.221
59.5,43.5,0,232.329
59.5,44.5,0,226.444
59.5,45.5,0,220.563
59.5,46.5,0,214.685
59.5,47.5,0,208.81
59.5,48.5,0,202.936
60.5,0.5,0,496.814
60.5,1.5,0,490.442
60.5,2.5,0,484.072
60.5,3.5,0,477.705
60.5,4.5,0,471.341
60.5,5.5,0,464.981
60.5,6.5,0,458.627
60.5,7.5,0,452.28
60.5,8.5,0,445.94
60.5,9.5,0,439.608
60.5,10.5,0,433.286
60.5,11.5,0,426.973
60.5,12.5,0,420.672
60.5,13.5,0,414.381
60.5,14.5,0,408.103
60.5,15.5,0,401.838
60.5,16.5,0,395.586
60.5,17.5,0,389.349
60.5,18.5,0,383.125
60.5,19.5,0,376.917
60.5,20.5,0,370.723
60.5,21.5,0,364.545
60.5,22.5,0,358.383
60.5,23.5,0,352.237
60.5,24.5,0,346.107
60.5,25.5,0,339.992
60.5,26.5,0,333.894
60.5,27.5,0,327.811
60.5,28.5,0,321.744
60.5,29.5,0,315.693
60.5,30.5,0,309.657
60.5,31.5,0,303.636
60.5,32.5,0,297.629
60.5,33.5,0,291.636
60.5,34.5,0,285.656
60.5,35.5,0,279.689
60.5,36.5,0,273.735
60.5,37.5,0,267.791
60.5,38.5,0,261.859
60.5,39.5,0,255.936
60.5,40.5,0,250.023
60.5,41.5,0,244.118
60.5,42.5,0,238.221
60.5,43.5,0,232.329
60.5,44.5,0,226.444
60.5,45.5,0,220.563
60.5,46.5,0,214.685
60.5,47.5,0,208.81
60.5,48.5,0,202.936
61.5,0.5,0,496.814
61.5,1.5,0,490.442
61.5,2.5,0,484.072
61.5,3.5,0,477.705
61.5,4.5,0,471.341
61.5,5.5,0,464.981
61.5,6.5,0,458.627
61.5,7.5,0,452.28
61.5,8.5,0,445.94
61.5,9.5,0,439.608
61.5,10.5,0,433.286
61.5,11.5,0,426.973
61.5,12.5,0,420.672
61.5,13.5,0,414.381
61.5,14.5,0,408.103
61.5,15.5,0,401.838
61.5,16.5,0,395.586
61.5,17.5,0,389.349
61.5,18.5,0,383.125
61.5,19.5,0,376.917
61.5,20.5,0,370.723
61.5,21.5,0,364.545
61.5,22.5,0,358.383
61.5,23.5,0,352.237
61.5,24.5,0,346.107
61.5,25.5,0,339.992
61.5,26.5,0,333.894
61.5,27.5,0,327.811
61.5,28.5,0,321.744
61.5,29.5,0,315.693
61.5,30.5,0,309.657
61.5,31.5,0,303.636
61.5,32.5,0,297.629
61.5,33.5,0,291.636
61.5,34.5,0,285.656
61.5,35.5,0,279.689
61.5,36.5,0,273.735
61.5,37.5,0,267.791
61.5,38.5,0,261.859
61.5,39.5,0,255.936
61.5,40.5,0,250.023
61.5,41.5,0,244.118
61.5,42.5,0,238.221
61.5,43.5,0,232.329
61.5,44.5,0,226.444
61.5,45.5,0,220.563
61.5,46.5,0,214.685
61.5,47.5,0,208.81
61.5,48.5,0,202.936
62.5,0.5,0,496.814
62.5,1.5,0,490.442
62.5,2.5,0,484.072
62.5,3.5,0,477.705
62.5,4.5,0,471.341
62.5,5.5,0,464.981
62.5,6.5,0,458.627
62.5,7.5,0,452.28
62.5,8.5,0,445.94
62.5,9.5,0,439.608
62.5,10.5,0,433.286
62.5,11.5,0,426.973
62.5,12.5,0,420.672
62.5,13.5,0,414.381
62.5,14.5,0,408.103
62.5,15.5,0,401.838
62.5,16.5,0,395.586
62.5,17.5,0,389.349
62.5,18.5,0,383.125
62.5,19.5,0,376.917
62.5,20.5,0,370.723
62.5,21.5,0,364.545
62.5,22.5,0,358.383
62.5,23.5,0,352.237
62.5,24.5,0,346.107
62.5,25.5,0,339.992
62.5,26.5,0,333.894
62.5,27.5,0,327.811
62.5,28.5,0,321.744
62.5,29.5,0,315.693
62.5,30.5,0,309.657
62.5,31.5,0,303.636
62.5,32.5,0,297.629
62.5,33.5,0,291.636
62.5,34.5,0,285.656
62.5,35.5,0,279.689
62.5,36.5,0,273.735
62.5,37.5,0,267.791
62.5,38.5,0,261.859
62.5,39.5,0,255.936
62.5,40.5,0,250.023
62.5,41.5,0,244.118
62.5,42.5,0,238.221
62.5,43.5,0,232.329
62.5,44.5,0,226.444
62.5,45.5,0,220.563
62.5,46.5,0,214.685
62.5,47.5,0,208.81
62.5,48.5,0,202.936
